Frase,Categoria
"Se o Fidel dissesse que é boa, todos diriam que a sopa é ruim! ",Frases da Mafalda
O urgente nunca deixa tempo para o importante. ,Frases da Mafalda
O problema da família humana é que todos querem ser o pai. ,Frases da Mafalda
Maquiando os já para parecer o antes. ,Frases da Mafalda
O País todo tá la fora esperando! O que é que eu digo? Mando sentar? ,Frases da Mafalda
"Se é uma questão de títulos, eu sou sua filha. E nos diplomamos no mesmo dia! Ou não? ",Frases da Mafalda
"Já que há mundos mais evoluidos, por que eu tive que nascer justo neste? ",Frases da Mafalda
"Boa noite mundo! Boa noite e até amanhã, mas fique de olho! Tem muita gente irresponsável acordada, viu? ",Frases da Mafalda
Ainda bem que o mundo é um lugar bem longe daqui! ,Frases da Mafalda
Ainda bem que eu acordei. Se há coisa que me deixa com raiva é gastar o inconsciente sonhando besteira. ,Frases da Mafalda
Às vezes vocês não se sentem um tanto indefinidos? ,Frases da Mafalda
Não seria maravilhoso o mundo se as bibliotecas fossem mais importantes que os bancos? ,Frases da Mafalda
Ficando de cabeça pra baixo as idéias da gente caem! ,Frases da Mafalda
Você não vê que os países desenvolvidos são justamente os que vivem de cabeça para cima? ,Frases da Mafalda
Por onde se empurra este país para levá-lo para a frente? ,Frases da Mafalda
"Parem o mundo, que eu quero descer! ",Frases da Mafalda
Meio mundo gosta de cães; e até ao dia de hoje ninguém sabe que quer dizer au au. ,Frases da Mafalda
Não é que não haja bondade... O que acontece é que ela está incógnita. ,Frases da Mafalda
A situação é encarar a artificialidade com naturalidade. ,Frases da Mafalda
O mal dos velhos é que vivem a observar o futuro com a nuca. ,Frases da Mafalda
O calendário é a burocracia do tempo! ,Frases da Mafalda
" Para que levar a vida tão a sério, se a vida é uma alucinante aventura da qual jamais sairemos vivos. ",Frases de Bob Marley
"Preocupe-se mais com a sua consciência do que com sua reputação. Porque sua consciência é o que você é, e a sua reputação é o que os outros pensam de você. E o que os outros pensam é problema deles. ",Frases de Bob Marley
"Se você obedece todas as regras, acaba perdendo a diversão. ",Frases de Bob Marley
"Se choras por não ter visto o pôr do Sol, as lágrimas não te deixarão ver as estrelas. ",Frases de Bob Marley
O reggae não é pra se ouvir é pra se sentir. Quem não o sente não o conhece. ,Frases de Bob Marley
Não preciso ter ambições. Só tem uma coisa que eu quero muito: que a humanidade viva unida... negros e brancos todos juntos. ,Frases de Bob Marley
A maior covardia de um homem é despertar o amor de uma mulher sem ter a intenção de amá-la. ,Frases de Bob Marley
As Vezes construímos sonhos em cima de grandes pessoas... O tempo passa... e descobrimos que grandes mesmo eram os sonhos e as pessoas pequenas demais para torná-los reais! ,Frases de Bob Marley
"Dificil não é lutar por aquilo que se quer, e sim desistir daquilo que se mais ama. Eu desisti. Mas não pense que foi por não ter coragem de lutar, e sim por não ter mais condições de sofrer ",Frases de Bob Marley
"Se Deus criou as pessoas para amar, e as coisas para cuidar. Por que amamos as coisas e usamos as pessoas! ",Frases de Bob Marley
" Eu tenho um sonho. O sonho de ver meus filhos julgados por sua personalidade, não pela cor de sua pele. ",Frases de Martin Luther King
"Se lhe pedirem para ser varredor de ruas, varra as ruas como Michelangelo pintava, como Bethoven compunha ou como Shakespeare escrevia. ",Frases de Martin Luther King
Sempre é hora de fazer o que é certo. ,Frases de Martin Luther King
Não permita que homem algum o rebaixe o suficiente a ponto de odiá-lo. ,Frases de Martin Luther King
"Aprendemos a voar como pássaros e a nadar como peixes, mas não aprendemos a conviver como irmãos. ",Frases de Martin Luther King
"Talvez não tenhamos conseguido fazer o melhor, mas lutamos para que o melhor fosse feito. ",Frases de Martin Luther King
Enfrentaremos a força física com a nossa força moral. ,Frases de Martin Luther King
A inteligência e o caráter são o objetivo da verdadeira educação. ,Frases de Martin Luther King
O que me preocupa não é o grito dos maus. É o silêncio dos bons. ,Frases de Martin Luther King
Suba o primeiro degrau com fé. Não é necessário que você veja toda a escada. Apenas dê o primeiro passo. ,Frases de Martin Luther King
"O que afeta diretamente uma pessoa, afeta a todos indiretamente. ",Frases de Martin Luther King
Nossa geração não lamenta tanto os crimes dos perversos quanto o estarrecedor silêncio dos bondosos! ,Frases de Martin Luther King
Mesmo as noites totalmente sem estrelas podem anunciar a aurora de uma grande realização. ,Frases de Martin Luther King
O amor é a unica força capaz de transformar um inimigo em amigo. ,Frases de Martin Luther King
"?Eu tive muitas coisas que guardei em minhas mãos, e as perdi. Mas tudo o que eu guardei nas mãos de Deus, eu ainda possuo?. ",Frases de Martin Luther King
Temos de aprender a viver todos como irmãos ou morreremos todos como loucos. ,Frases de Martin Luther King
Toda esta tagarelice dos homens não constitui uma verdadeira palavra. Suporto-a para poder gozar o silêncio que passa através dela. ,Frases de Martin Luther King
Uma criança cega de nascença só sabe de sua cegueira se alguém lhe contar. ,Frases de Martin Luther King
"O conhecimento é o processo de acumular dados, a sabedoria reside na sua simplificação. ",Frases de Martin Luther King
"A paz se for possível, mas a verdade a qualquer preço. ",Frases de Martin Luther King
"Todo o progresso é precário, e a solução para um problema coloca-nos diante de outro problema. ",Frases de Martin Luther King
"Se não puder voar, corra. Se não puder correr, ande. Se não puder andar, rasteje, mas continue em frente de qualquer jeito. ",Frases de Martin Luther King
"No final, não nos lembraremos das palavras dos nossos inimigos, mas do silêncio dos nossos amigos. ",Frases de Martin Luther King
Toda a verdadeira vida é encontro. ,Frases de Martin Luther King
O tumulto é a linguagem daqueles que ninguém entende. ,Frases de Martin Luther King
"Não somos o que deveriamos ser, não somos o que desejamos ser, não somos o que iriamos ser, mas graças a Deus, não somos o que éramos. ",Frases de Martin Luther King
Enfrentaremos a força física com a nossa força moral. ,Frases de Martin Luther King
"Prefiro ser feliz embora louco, que em conformidade viver. ",Frases de Martin Luther King
"Se soubesse que o mundo se desintegraria amanhã, ainda assim plantaria a minha macieira. ",Frases de Martin Luther King
Saiba que seu destino é traçado pelos seus próprios pensamentos e não por alguma força que venha de fora. ,Frases de Martin Luther King
O seu pensamento é a planta concebida por um arquiteto para construir um edifício denominado prosperidade. ,Frases de Martin Luther King
Não há nada mais trágico neste mundo do que saber o que é certo e não fazê-lo. Que tal mudarmos o mundo começando por nós mesmos? ,Frases de Martin Luther King
 É divertido fazer o impossível. ,Frases de Walt Disney
A maneira de se iniciar é parar de falar e começar a fazer. ,Frases de Walt Disney
"Todos os nossos sonhos podem se realizar, se tivermos a coragem de persegui-los. ",Frases de Walt Disney
Um homem jamais deveria negligenciar sua família pelo trabalho. ,Frases de Walt Disney
"Pense, acredite, sonhe e atreva-se. ",Frases de Walt Disney
"Se você pode sonhar, você pode fazer. ",Frases de Walt Disney
Amo Mickey Mouse mais do que qualquer mulher que já conheci. ,Frases de Walt Disney
"Assim, depois de muito esperar, um dia como qualquer outro decidi triunfar. ",Frases de Walt Disney
Eu gosto do impossível porque lá a concorrência é menor. ,Frases de Walt Disney
Decidi não ficar à espera das oportunidades e fui procurá-las. ,Frases de Walt Disney
Naquele dia descobri que o meu único rival eram apenas as minhas debilidades e que estas são a única e melhor forma de me superar. ,Frases de Walt Disney
Descobri que não era o melhor e que talvez nunca o tenha sido. ,Frases de Walt Disney
Agora simplesmente me importa ser melhor que ontem. ,Frases de Walt Disney
"Aprendi que o difícil não é chegar ao topo, mas sim nunca deixar de subir. ",Frases de Walt Disney
"Aprendi que o maior sucesso que posso alcançar é o ter direito de chamar a alguém de ""AMIGO"". ",Frases de Walt Disney
Descobri que o amor é mais do que uma simples paixão. O amor é uma filosofia de vida. ,Frases de Walt Disney
Naquele dia deixei de ser o reflexo dos meus poucos sucessos alcançados e comecei a ser a minha própria luz do meu presente. ,Frases de Walt Disney
Aprendi que os sonhos são apenas para transformar em realidade e desde esse dia que não durmo para descansar. Agora apenas durmo para sonhar. ,Frases de Walt Disney
"Você pode sonhar, criar e construir a idéia mais maravilhosa do mundo, mas são necessárias pessoas para fazer o sonho virar realidade. ",Frases de Walt Disney
Fantasia e realidade frequentemente se sobrepõem. ,Frases de Walt Disney
Nem me fale de problemas. Eu faço os problemas. ,Frases de Walt Disney
 A persistência é o caminho do êxito. ,Frases de Charles Chaplin
A vida é maravilhosa se não se tem medo dela. ,Frases de Charles Chaplin
"O homem é um animal com instintos primários de sobrevivência. Por isso, seu engenho desenvolveu-se primeiro e a alma depois, e o progresso da ciência está bem mais adiantado que seu comportamento ético. ",Frases de Charles Chaplin
"Faço parte do mundo e, no entanto, ele deixa-me perplexo. ",Frases de Charles Chaplin
Tenho a impressão de que os homens estão a perder o dom de rir. ,Frases de Charles Chaplin
"Se tivesse acreditado na minha brincadeira de dizer verdades teria ouvido verdades que teimo em dizer brincando, falei muitas vezes como um palhaço mas jamais duvidei da sinceridade da plateia que sorria. ",Frases de Charles Chaplin
"Criámos a época da velocidade, mas sentimo-nos enclausurados dentro dela. Os nossos conhecimentos tornaram-nos cépticos, a nossa inteligência, empedernidos e cruéis. Pensamos em demasia e sentimos bem pouco. ",Frases de Charles Chaplin
Estou sempre alegre e essa é a melhor maneira de resolver os problemas da vida. ,Frases de Charles Chaplin
"Se o que está a fazer tem graça, então não há necessidade de ser engraçado para o fazer. ",Frases de Charles Chaplin
"Cada pessoa que passa na nossa vida, passa sozinha, porque cada pessoa é única e nenhuma substitui a outra. ",Frases de Charles Chaplin
A vida é maravilhosa se não se tem medo dela. ,Frases de Charles Chaplin
O som aniquila a grande beleza do silêncio. ,Frases de Charles Chaplin
"Mais que de máquinas, precisamos de humanidade. ",Frases de Charles Chaplin
"O homem não morre quando deixa de viver, mas sim quando deixa de amar. ",Frases de Charles Chaplin
"Pensamos em demasia e sentimos bem pouco. Mais do que de máquinas, precisamos de humanidade. Mais do que de inteligência, de afeição e doçura. Sem essas virtudes, a vida será de violência e tudo será perdido. ",Frases de Charles Chaplin
"Se não consegues entender que o céu deve estar dentro de ti, é inútil buscá-lo acima das nuvens e ao lado das estrelas. Por mais que tenhas errado e erres, para ti haverá sempre esperança, enquanto te envergonhares de teus erros. ",Frases de Charles Chaplin
"O nosso cérebro é o melhor brinquedo já criado: nele encontram-se todos os segredos, inclusive o da felicidade. ",Frases de Charles Chaplin
Quem está distante causa-nos sempre maior impressão. ,Frases de Charles Chaplin
"Eu continuo a ser uma coisa só: um palhaço, o que me coloca num nível mais elevado do que o de qualquer político. ",Frases de Charles Chaplin
"Não faças do amanhã o sinónimo de nunca, nem o ontem te seja o mesmo que nunca mais. Teus passos ficaram. Olhes para trás … mas vá em frente pois há muitos que precisam que chegues para poderem seguir-te. ",Frases de Charles Chaplin
"Não preciso de me drogar para ser um génio; não preciso ser um génio para ser humano, mas preciso do seu sorriso para ser feliz. ",Frases de Charles Chaplin
"Não se julga um homem pelos trapos que o vestes, e sim pelo seu caráter. ",Frases de Charles Chaplin
Há uma coisa tão inevitável quanto a morte: a vida. ,Frases de Charles Chaplin
"Num filme o que importa não é a realidade, mas o que dela possa extrair a imaginação. ",Frases de Charles Chaplin
O tempo é o melhor autor. Sempre encontra um final perfeito. ,Frases de Charles Chaplin
"Uma pessoa pode ter uma infância triste e mesmo assim chegar a ser muito feliz na maturidade. Da mesma forma, pode nascer num berço de ouro e sentir-se enjaulada pelo resto da vida. ",Frases de Charles Chaplin
"Lutemos por um mundo novo ... um mundo bom que a todos assegura o ensejo de trabalho, que dê futuro a juventude e segurança à velhice. ",Frases de Charles Chaplin
Aos olhos da saudade como o mundo é pequeno. ,Frases de Charles Chaplin
"Que os vossos esforços desafiem as impossibilidades, lembrai-vos de que as grandes coisas do homem foram conquistadas do que parecia impossível. ",Frases de Charles Chaplin
"Uma vaga noção de tudo, e um conhecimento de nada. ",Frases de Charles Chaplin
"Mães judiciosas sempre têm consciência de que são o primeiro livro lido e o último posto de lado, na biblioteca dos filhos. ",Frases de Charles Chaplin
A adversidade é um trampolim para a maturidade. ,Frases de Charles Chaplin
Cada segundo é tempo para mudar tudo para sempre. ,Frases de Charles Chaplin
Apenas é digno da liberdade quem a sabe conquistar. ,Frases de Charles Chaplin
Creio no riso e nas lágrimas como antídotos contra o ódio e o terror. ,Frases de Charles Chaplin
Nunca devemos envergonharmo-nos das nossas próprias lágrimas. ,Frases de Charles Chaplin
" Posso não concordar com nenhuma das palavras que você disser, mas defenderei até a morte o direito de você dizê-las. ",Frases de Voltaire
Devemos julgar um homem mais pelas suas perguntas que pelas respostas. ,Frases de Voltaire
"O trabalho poupa-nos de três grandes males: tédio, vício e necessidade. ",Frases de Voltaire
Todas as riquezas do mundo não valem um bom amigo. ,Frases de Voltaire
Os infinitamente pequenos têm um orgulho infinitamente grande. ,Frases de Voltaire
A pintura é poesia sem palavras. ,Frases de Voltaire
A leitura engrandece a alma. ,Frases de Voltaire
Não há prazeres verdadeiros senão com necessidades verdadeiras. ,Frases de Voltaire
Meu ofício é dizer o que penso. ,Frases de Voltaire
O medo segue o crime e é seu castigo. ,Frases de Voltaire
"Ama a verdade, mas perdoa o erro. ",Frases de Voltaire
Encontra-se oportunidade para fazer o mal cem vezes por dia e para fazer o bem uma vez por ano. ,Frases de Voltaire
"A civilização não suprime a barbárie, aperfeiçoa-a. ",Frases de Voltaire
"A alma é uma fogueira que convém alimentar, e que se apaga dado que não se aumente. ",Frases de Voltaire
O tédio é o pior de todos os estados. ,Frases de Voltaire
"O estudo da metafísica consiste em procurar, num quarto escuro, um gato preto que não está lá. ",Frases de Voltaire
"Os animais têm muitas vantagens sobre os homens: não precisam de teólogos para instruí-los, seus funerais saem de graça e ninguém briga por seus testamentos. ",Frases de Voltaire
Uma coletânea de pensamentos é uma farmácia moral onde se encontram remédios para todos os males. ,Frases de Voltaire
É melhor correr o risco de salvar um homem culpado do que condenar um inocente. ,Frases de Voltaire
"Se o homem nasceu livre, deve governar-se. Se ele tem tiranos, deve destroná-los. ",Frases de Voltaire
Aproximo-me suavemente do momento em que os filósofos e os imbecis têm o mesmo destino. ,Frases de Voltaire
A amizade é o casamento da alma e este está exposto ao divórcio. ,Frases de Voltaire
"A educação desenvolve as faculdades, mas não as cria. ",Frases de Voltaire
O segredo de aborrecer é dizer tudo. ,Frases de Voltaire
"Não é o amor que se deveria pintar de olhos vendados, mas sim o amor-próprio. ",Frases de Voltaire
O ouvido é o caminho do coração. ,Frases de Voltaire
A história dos grandes acontecimentos do mundo não é mais do que a história dos seus crimes. ,Frases de Voltaire
Só se servem do pensamento para autorizar as suas injustiças e só empregam as palavras para disfarçar os pensamentos. ,Frases de Voltaire
"O mais competente não discute, domina a sua ciência e cala-se. ",Frases de Voltaire
Sufoca-se o espírito da criança com conhecimentos inúteis. ,Frases de Voltaire
" Lamentar uma dor passada, no presente, é criar outra dor e sofrer novamente. ",Frases de William Shakespeare
"Nossas dúvidas são traidoras e nos fazem perder o que, com freqüência, poderíamos ganhar, por simples medo de arriscar. ",Frases de William Shakespeare
O mal da grandeza é quando ela separa a consciência do poder. ,Frases de William Shakespeare
O amor é a única loucura de um sábio e a única sabedoria de um tolo. ,Frases de William Shakespeare
"Cada um pensa em mudar a humanidade, mas ninguém pensa em mudar a si mesmo. ",Frases de William Shakespeare
Lembrar é fácil para quem tem memória. Esquecer é difícil para quem tem coração. ,Frases de William Shakespeare
A suspeita sempre persegue a consciência culpada. o ladrão vê em cada sombra um policial. ,Frases de William Shakespeare
"Aceita o conselho dos outros, mas nunca desistas da tua própria opinião. ",Frases de William Shakespeare
Ó beleza! Onde está tua verdade? ,Frases de William Shakespeare
Choramos ao nascer porque chegamos a este imenso cenário de dementes. ,Frases de William Shakespeare
"O casamento faz de duas pessoas uma só, difícil é determinar qual será. ",Frases de William Shakespeare
O amor não prospera em corações que se amedrontam com as sombras. ,Frases de William Shakespeare
"Há mais coisas no céu e na terra, Horácio, do que sonha a tua filosofia. ",Frases de William Shakespeare
"Lutar pelo amor é bom, mas alcançá-lo sem luta é melhor. ",Frases de William Shakespeare
Os homens de poucas palavras são os melhores. ,Frases de William Shakespeare
A paixão aumenta em função dos obstáculos que se lhe opõe. ,Frases de William Shakespeare
"Se você ama alguma coisa ou alguém, deixe que parta. Se voltar é porque é seu, se não é porque jamais seria. ",Frases de William Shakespeare
Sábio é o pai que conhece o seu próprio filho. ,Frases de William Shakespeare
O amor é muito jovem para saber o que é consciência. ,Frases de William Shakespeare
"O passado e o futuro parecem-nos sempre melhores. O presente, sempre pior. ",Frases de William Shakespeare
O verdadeiro nome do amor é cativeiro. ,Frases de William Shakespeare
É mais fácil obter o que se deseja com um sorriso do que à ponta da espada. ,Frases de William Shakespeare
Tudo vai bem quando termina bem ,Frases de William Shakespeare
"Todo mundo é capaz de dominar uma dor, exceto quem a sente. ",Frases de William Shakespeare
É uma infelicidade da época que os doidos guiem os cegos. ,Frases de William Shakespeare
Chorar sobre as desgraças passadas é a maneira mais segura de atrair outras. ,Frases de William Shakespeare
 O que não provoca minha morte faz com que eu fique mais forte. ,Frases de Friedrich Nietzsche
As convicções são cárceres. Mais inimigas da verdade do que as próprias mentiras. ,Frases de Friedrich Nietzsche
A vantagem de ter péssima memória é divertir-se muitas vezes com as mesmas coisas boas como se fosse a primeira vez. ,Frases de Friedrich Nietzsche
"Quanto mais nos elevamos, menores parecemos aos olhos daqueles que não sabem voar. ",Frases de Friedrich Nietzsche
É mais fácil lidar com uma má consciência do que com uma má reputação. ,Frases de Friedrich Nietzsche
"Não há fatos eternos, como não há verdades absolutas. ",Frases de Friedrich Nietzsche
O sucesso tem sido sempre um grande mentiroso. ,Frases de Friedrich Nietzsche
O medo é o pai da moralidade. ,Frases de Friedrich Nietzsche
Nunca odiamos aos que desprezamos. Odiamos aos que nos parecem iguais ou superiores a nós. ,Frases de Friedrich Nietzsche
O inimigo mais perigoso que você poderá encontrar será sempre você mesmo. ,Frases de Friedrich Nietzsche
"Quando adestramos a nossa consciência, ela beija-nos ao mesmo tempo que nos morde. ",Frases de Friedrich Nietzsche
Há sempre alguma loucura no amor. Mas há sempre um pouco de razão na loucura. ,Frases de Friedrich Nietzsche
Torna-te aquilo que és. ,Frases de Friedrich Nietzsche
Aquilo que se faz por amor está sempre além do bem e do mal. ,Frases de Friedrich Nietzsche
Na vingança e no amor a mulher é mais bárbara do que o homem. ,Frases de Friedrich Nietzsche
Todo conhecimento implica em poder. ,Frases de Friedrich Nietzsche
O sexo é uma armadilha da natureza para não se extinguir. ,Frases de Friedrich Nietzsche
"Em geral, as mães, mais que amar os filhos, amam-se nos filhos. ",Frases de Friedrich Nietzsche
"Fiquei magoado, não por me teres mentido, mas por não poder voltar a acreditar-te. ",Frases de Friedrich Nietzsche
"Temos sentido muito pouco alegria. Este, somente, é o nosso pecado original. ",Frases de Friedrich Nietzsche
"O que o pai calou aparece na boca do filho, e muitas vezes descobri que o filho era o segredo revelado do pai. ",Frases de Friedrich Nietzsche
 A dúvida é o principio da sabedoria. ,Frases de Aristóteles
Deixe que cada um exercite a arte que conhece. ,Frases de Aristóteles
O ignorante afirma. O sábio duvida. O sensato reflete. ,Frases de Aristóteles
O que é um amigo? Uma única alma habitando dois corpos. ,Frases de Aristóteles
Sê senhor da tua vontade e escravo da tua consciência. ,Frases de Aristóteles
"O sábio nunca diz tudo o que pensa, mas pensa sempre tudo o que diz. ",Frases de Aristóteles
A esperança é o sonho do homem acordado. ,Frases de Aristóteles
A beleza é a melhor carta de recomendações. ,Frases de Aristóteles
O começo de todas as ciências é o espanto de as coisas serem o que são. ,Frases de Aristóteles
Nunca existiu uma grande inteligência sem uma veia de loucura. ,Frases de Aristóteles
"A grandeza não consiste em receber honras, mas em merecê-las. ",Frases de Aristóteles
"A finalidade da arte é dar corpo à essência secreta das coisas, não copiar sua aparência. ",Frases de Aristóteles
Nosso caráter é o resultado da nossa conduta. ,Frases de Aristóteles
O sábio procura a ausência de dor e não o prazer. ,Frases de Aristóteles
"Nós somos aquilo que fazemos repetidamente. Excelência, então, não é um modo de agir, mas um hábito. ",Frases de Aristóteles
A natureza não faz nada em vão. ,Frases de Aristóteles
A inteligência é a insolência educada. ,Frases de Aristóteles
Que vantagem têm os mentirosos? A de não serem acreditados quando dizem a verdade. ,Frases de Aristóteles
O prazer aperfeiçoa a atividade. ,Frases de Aristóteles
Devemos tratar nossos amigos como queremos que eles nos tratem. ,Frases de Aristóteles
"A educação tem raízes amargas, mas os seus frutos são doces. ",Frases de Aristóteles
A felicidade é para quem se basta a si próprio. ,Frases de Aristóteles
As pessoas dividem-se entre aquelas que poupam como se vivessem para sempre e aquelas que gastam como se fossem morrer amanhã. ,Frases de Aristóteles
Todos os trabalhos pagos absorvem e degradam o espírito. ,Frases de Aristóteles
É fazendo que se aprende a fazer aquilo que se deve aprender a fazer. ,Frases de Aristóteles
A coragem é a primeira das qualidades humanas porque garante todas as outras. ,Frases de Aristóteles
"A modéstia não pode ser considerada uma virtude, pois assemelha-se mais a um sofrimento do que a uma qualidade. ",Frases de Aristóteles
" Ninguém nasce odiando outra pessoa pela cor de sua pele, por sua origem ou ainda por sua religião. Para odiar, as pessoas precisam aprender, e se podem aprender a odiar, podem ser ensinadas a amar. ",Frases de Nelson Mandela
Sonho com o dia em que todos levantar-se-ão e compreenderão que foram feitos para viverem como irmãos. ,Frases de Nelson Mandela
Perdoem. Mas não esqueçam! ,Frases de Nelson Mandela
"Devemos promover a coragem onde há medo , promover o acordo onde existe conflito, e inspirar esperança onde há desespero. ",Frases de Nelson Mandela
Não há nada como a liberdade. ,Frases de Nelson Mandela
A educação é a arma mais poderosa que você pode usar para mudar o mundo. ,Frases de Nelson Mandela
"O bravo não é quem não sente medo, mas quem vence esse medo. ",Frases de Nelson Mandela
Uma boa cabeça e um bom coração formam sempre uma combinação formidável. ,Frases de Nelson Mandela
Somente homens livres podem negociar. Prisioneiros não podem fazer acordos. Sua liberdade e a minha não podem ser separadas. ,Frases de Nelson Mandela
Não há nada como regressar a um lugar que está igual para descobrir o quanto a gente mudou. ,Frases de Nelson Mandela
"Eu odeio o racismo, pois o considero uma coisa selvagem, venha ele de um negro ou de um branco. ",Frases de Nelson Mandela
Nunca esta bela terra experimentará de novo a opressão de um sobre o outro. ,Frases de Nelson Mandela
"Se você falar com um homem numa linguagem que ele compreende, isso entra na cabeça dele. Se você falar com ele em sua própria liguagem, você atinge seu coração. ",Frases de Nelson Mandela
"Você não é amado porque você é bom, você é bom porque é amado. ",Frases de Nelson Mandela
Eu sou o capitão da minha alma. ,Frases de Nelson Mandela
"Ainda há gente que não sabe, quando se levanta, de onde virá a próxima refeição e há crianças com fome que choram. ",Frases de Nelson Mandela
Não se esqueça de que os santos são pecadores que continuam tentando. ,Frases de Nelson Mandela
"Fofocar sobre os outros é certamente um defeito, mas é uma virtude quando aplicado a si mesmo. ",Frases de Nelson Mandela
Nascemos para manifestar a glória do Universo que está dentro de nós. ,Frases de Nelson Mandela
" Quase todos os homens são capazes de suportar adversidades, mas se quiser por à prova o caráter de um homem, dê-lhe poder. ",Frases de Abraham Lincoln
"O homem que trabalha somente pelo que recebe, não merece ser pago pelo que faz. ",Frases de Abraham Lincoln
Mostre-me um homem sem vícios e eu mostrarei um homem sem virtudes. ,Frases de Abraham Lincoln
Pode-se enganar a todos por algum tempo. Pode-se enganar alguns por todo o tempo. Mas não se pode enganar a todos todo o tempo. ,Frases de Abraham Lincoln
A melhor parte da vida de uma pessoa está nas suas amizades. ,Frases de Abraham Lincoln
É melhor calar-se e deixar que as pessoas pensem que você é um idiota do quer falar e acabar com a dúvida. ,Frases de Abraham Lincoln
Não te esqueças que os estranhos são amigos que ainda não conheces. ,Frases de Abraham Lincoln
O meu pai ensinou-me a trabalhar. Não me ensinou a amar o trabalho. ,Frases de Abraham Lincoln
"A democracia é o governo do povo, pelo povo, para o povo. ",Frases de Abraham Lincoln
Uma pessoa será tão feliz quanto a sua mente decidir. ,Frases de Abraham Lincoln
Não estarei destruindo meus inimigos quando os transformo em amigos? ,Frases de Abraham Lincoln
Só tem o direito de criticar aquele que pretende ajudar. ,Frases de Abraham Lincoln
O homem nunca encontrou uma definição para a palavra liberdade. ,Frases de Abraham Lincoln
Se tivesse duas caras. Estaria usando esta? ,Frases de Abraham Lincoln
Quase sempre a maior ou menor felicidade depende do grau de decisão de ser feliz. ,Frases de Abraham Lincoln
Os princípios mais importantes podem e devem ser inflexíveis. ,Frases de Abraham Lincoln
"Pecar pelo silêncio, quando se deveria protestar, transforma homens em covardes. ",Frases de Abraham Lincoln
A maior habilidade de um líder é desenvolver habilidades extraordinárias em pessoas comuns. ,Frases de Abraham Lincoln
"Quando pratico o bem, sinto-me bem. Quando pratico o mal, sinto-me mal. Eis a minha religião. ",Frases de Abraham Lincoln
"Se eu tivesse oito horas para derrubar uma árvore, passaria seis afiando meu machado. ",Frases de Abraham Lincoln
A mais estrita justiça não creio que seja sempre a melhor política. ,Frases de Abraham Lincoln
"A noite, quando começo a pensar nos meus defeitos, durmo imediatamente. ",Frases de Abraham Lincoln
" Escolhe um trabalho de que gostes, e não terás que trabalhar nem um dia na tua vida. ",Frases de Confúcio
"Eu não procuro saber as respostas, procuro compreender as perguntas. ",Frases de Confúcio
É preciso mudar para que haja constante felicidade e sabedoria. ,Frases de Confúcio
"A nossa maior glória não reside no fato de nunca cairmos, mas sim em levantarmo-nos sempre depois de cada queda. ",Frases de Confúcio
Ainda não vi ninguém que ame a virtude tanto quanto ama a beleza do corpo. ,Frases de Confúcio
"Para conhecermos os amigos é necessário passar pelo sucesso e pela desgraça. No sucesso, verificamos a quantidade e, na desgraça, a qualidade. ",Frases de Confúcio
"Se queres prever o futuro, estuda o passado. ",Frases de Confúcio
"A preguiça caminha tão devagar, que a pobreza não tem dificuldade em a alcançar. ",Frases de Confúcio
"Aja antes de falar e, portanto, fale de acordo com os seus atos. ",Frases de Confúcio
Para quê preocuparmo-nos com a morte? A vida tem tantos problemas que temos de resolver primeiro. ,Frases de Confúcio
Aprender sem pensar é tempo perdido. ,Frases de Confúcio
"Mil dias não bastam para aprender o bem, mas para aprender o mal, uma hora é demais. ",Frases de Confúcio
A humildade é a única base sólida de todas as virtudes. ,Frases de Confúcio
"O homem que é firme, paciente, simples, natural e tranquilo está perto da virtude. ",Frases de Confúcio
Não corrigir as próprias falhas é cometer a pior delas. ,Frases de Confúcio
Somente os extremamente sábios e os extremamente estúpidos é que não mudam. ,Frases de Confúcio
A cultura está acima da diferença da condição social. ,Frases de Confúcio
"O coração do sábio, tal como o espelho, deve a tudo refletir, sem todavia macular-se. ",Frases de Confúcio
"Quem não sabe o que é a vida, como poderá saber o que é a morte? ",Frases de Confúcio
Sonhar com o impossível é o primeiro passo para torná-lo possível. ,Frases de Confúcio
"A essência do conhecimento consiste em aplicá-lo, uma vez possuído. ",Frases de Confúcio
Conte-me e eu esqueço. Mostre-me e eu apenas me lembro. Envolva-me e eu compreendo. ,Frases de Confúcio
Não corrigir nossas falhas é o mesmo que cometer novos erros. ,Frases de Confúcio
O maior prazer de um homem inteligente é bancar o idiota diante do idiota que quer bancar o inteligente. ,Frases de Confúcio
" O valor das coisas não está no tempo que elas duram, mas na intensidade com que acontecem. Por isso existem momentos inesquecíveis, coisas inexplicáveis e pessoas incomparáveis. ",Frases de Fernando Sabino
"No fim tudo dá certo. Se ainda não deu certo, é porque não chegou o fim. ",Frases de Fernando Sabino
"Aqui jaz Fernando Sabino, que nasceu homem e morreu menino. ",Frases de Fernando Sabino
Não confio em produto local. Sempre que viajo levo meu uísque e minha mulher. ,Frases de Fernando Sabino
"Democracia é oportunizar a todos o mesmo ponto de partida. Quanto ao ponto de chegada, depende de cada um. ",Frases de Fernando Sabino
"O otimista erra tanto quanto o pessimista, mas não sofre por antecipação. ",Frases de Fernando Sabino
Os homens se dividem em duas espécies: os que tem medo de viajar de avião e os que fingem que não tem. ,Frases de Fernando Sabino
"Façamos da interrupção um caminho novo. Da queda um passo de dança, do medo uma escada, do sonho uma ponte, da procura um encontro! ",Frases de Fernando Sabino
